player,position,number,nat.,url,marketValue
Yoel Rodríguez,Goalkeeper,unknown,Spain,https://www.transfermarkt.com/yoel-rodriguez/profil/spieler/58115,1.5
Asier Riesgo,Goalkeeper,13,Spain,https://www.transfermarkt.com/asier-riesgo/profil/spieler/23338,0.4
Markel Areitio,Goalkeeper,unknown,Spain,https://www.transfermarkt.com/markel-areitio/profil/spieler/288371,0.2
Paulo Oliveira,Centre-Back,12,Portugal,https://www.transfermarkt.com/paulo-oliveira/profil/spieler/139336,6.0
Pedro Bigas,Centre-Back,unknown,Spain,https://www.transfermarkt.com/pedro-bigas/profil/spieler/203043,3.0
Anaitz Arbilla,Centre-Back,23,Spain,https://www.transfermarkt.com/anaitz-arbilla/profil/spieler/71548,2.0
José Antonio Martínez,Centre-Back,unknown,Spain,https://www.transfermarkt.com/jose-antonio-martinez/profil/spieler/311287,1.2
Iván Ramis,Centre-Back,4,Spain,https://www.transfermarkt.com/ivan-ramis/profil/spieler/26066,1.0
Unai Elgezabal,Centre-Back,unknown,Spain,https://www.transfermarkt.com/unai-elgezabal/profil/spieler/255495,0.4
Kaiser,Centre-Back,unknown,Spain,https://www.transfermarkt.com/kaiser/profil/spieler/255904,0.25
Marc Cucurella,Left-Back,unknown,Spain,https://www.transfermarkt.com/marc-cucurella/profil/spieler/284857,10.0
Cote,Left-Back,15,Spain,https://www.transfermarkt.com/cote/profil/spieler/87469,5.0
Rubén Peña,Right-Back,11,Spain,https://www.transfermarkt.com/ruben-pena/profil/spieler/238868,10.0
Jordi Calavera,Right-Back,2,Spain,https://www.transfermarkt.com/jordi-calavera/profil/spieler/286849,0.6
Pape Diop,Defensive Midfield,8,"['Senegal', 'France']",https://www.transfermarkt.com/pape-diop/profil/spieler/39907,1.5
Joan Jordán,Central Midfield,24,Spain,https://www.transfermarkt.com/joan-jordan/profil/spieler/263727,12.0
Gonzalo Escalante,Central Midfield,5,"['Argentina', 'Italy']",https://www.transfermarkt.com/gonzalo-escalante/profil/spieler/266795,4.0
Sergio Álvarez,Central Midfield,6,Spain,https://www.transfermarkt.com/sergio-alvarez/profil/spieler/138935,2.5
Miguel Marí,Central Midfield,unknown,Spain,https://www.transfermarkt.com/miguel-mari/profil/spieler/398738,0.25
Bebé,Left Winger,unknown,"['Portugal', 'Cape Verde']",https://www.transfermarkt.com/bebe/profil/spieler/153427,2.0
Pablo de Blasis,Left Winger,16,Argentina,https://www.transfermarkt.com/pablo-de-blasis/profil/spieler/75446,2.0
Fabián Orellana,Right Winger,14,"['Chile', 'Spain']",https://www.transfermarkt.com/fabian-orellana/profil/spieler/60890,2.5
Pedro León,Right Winger,21,Spain,https://www.transfermarkt.com/pedro-leon/profil/spieler/51587,1.8
Pablo Hervías,Right Winger,unknown,Spain,https://www.transfermarkt.com/pablo-hervias/profil/spieler/142027,0.7
Pere Milla,Second Striker,22,Spain,https://www.transfermarkt.com/pere-milla/profil/spieler/225593,0.7
Sergi Enrich,Centre-Forward,9,Spain,https://www.transfermarkt.com/sergi-enrich/profil/spieler/81988,7.5
Kike García,Centre-Forward,17,Spain,https://www.transfermarkt.com/kike-garcia/profil/spieler/93936,3.0
Charles,Centre-Forward,19,"['Brazil', 'Portugal']",https://www.transfermarkt.com/charles/profil/spieler/154059,2.0
Marc Cardona,Centre-Forward,unknown,Spain,https://www.transfermarkt.com/marc-cardona/profil/spieler/443222,1.5
Nano Mesa,Centre-Forward,unknown,Spain,https://www.transfermarkt.com/nano-mesa/profil/spieler/305956,0.6
Alberto Marí,Centre-Forward,unknown,Spain,https://www.transfermarkt.com/alberto-mari/profil/spieler/634105,0.1
Aleksandar Jovanovic,Goalkeeper,25,"['Serbia', 'Montenegro']",https://www.transfermarkt.com/aleksandar-jovanovic/profil/spieler/256567,1.0
Axel Werner,Goalkeeper,unknown,"['Argentina', 'Italy']",https://www.transfermarkt.com/axel-werner/profil/spieler/236734,0.6
Javi Varas,Goalkeeper,1,Spain,https://www.transfermarkt.com/javi-varas/profil/spieler/58341,0.3
Roberto Santamaría,Goalkeeper,13,Spain,https://www.transfermarkt.com/roberto-santamaria/profil/spieler/35541,0.3
Antonio Valera,Goalkeeper,unknown,Spain,https://www.transfermarkt.com/antonio-valera/profil/spieler/290275,0.2
Ander Bardají,Goalkeeper,unknown,Spain,https://www.transfermarkt.com/ander-bardaji/profil/spieler/229798,0.1
Jorge Pulido,Centre-Back,14,Spain,https://www.transfermarkt.com/jorge-pulido/profil/spieler/67546,3.0
Xabi Etxeita,Centre-Back,unknown,Spain,https://www.transfermarkt.com/xabi-etxeita/profil/spieler/71559,2.0
Rúben Semedo,Centre-Back,unknown,"['Portugal', 'Cape Verde']",https://www.transfermarkt.com/ruben-semedo/profil/spieler/197602,2.0
Pablo Insua,Centre-Back,unknown,Spain,https://www.transfermarkt.com/pablo-insua/profil/spieler/171362,1.5
Martín Mantovani,Centre-Back,unknown,"['Argentina', 'Italy']",https://www.transfermarkt.com/martin-mantovani/profil/spieler/73180,0.4
Adrián Diéguez,Centre-Back,unknown,Spain,https://www.transfermarkt.com/adrian-dieguez/profil/spieler/355335,0.3
Nacho Uche,Centre-Back,unknown,Spain,https://www.transfermarkt.com/nacho-uche/profil/spieler/639142,0.1
Javi Galán,Left-Back,12,Spain,https://www.transfermarkt.com/javi-galan/profil/spieler/448628,1.5
Luisinho,Left-Back,16,Portugal,https://www.transfermarkt.com/luisinho/profil/spieler/56777,0.5
Rajko Brezancic,Left-Back,unknown,"['Serbia', 'Bosnia-Herzegovina']",https://www.transfermarkt.com/rajko-brezancic/profil/spieler/60289,0.4
Jorge Miramón,Right-Back,24,Spain,https://www.transfermarkt.com/jorge-miramon/profil/spieler/228917,3.0
Carlos Akapo,Right-Back,15,"['Equatorial Guinea', 'Spain']",https://www.transfermarkt.com/carlos-akapo/profil/spieler/225015,0.8
Javier Almerge,Right-Back,unknown,Spain,https://www.transfermarkt.com/javier-almerge/profil/spieler/561614,0.1
Damián Musto,Defensive Midfield,unknown,"['Argentina', 'Italy']",https://www.transfermarkt.com/damian-musto/profil/spieler/67823,1.2
Gonzalo Melero,Central Midfield,8,Spain,https://www.transfermarkt.com/gonzalo-melero/profil/spieler/162056,4.0
Christian Rivera,Central Midfield,unknown,Spain,https://www.transfermarkt.com/christian-rivera/profil/spieler/374077,2.5
Yangel Herrera,Central Midfield,unknown,Venezuela,https://www.transfermarkt.com/yangel-herrera/profil/spieler/378293,2.0
Lluis Sastre,Central Midfield,unknown,Spain,https://www.transfermarkt.com/lluis-sastre/profil/spieler/8108,0.3
Juan Aguilera,Central Midfield,5,Spain,https://www.transfermarkt.com/juan-aguilera/profil/spieler/75820,0.3
Javito,Central Midfield,unknown,Spain,https://www.transfermarkt.com/javito/profil/spieler/391045,0.1
Juanpi Añor,Attacking Midfield,unknown,"['Venezuela', 'Spain']",https://www.transfermarkt.com/juanpi-anor/profil/spieler/256680,2.0
Eugeni,Attacking Midfield,unknown,Spain,https://www.transfermarkt.com/eugeni/profil/spieler/223073,1.5
Jonathan Toro,Attacking Midfield,unknown,"['Honduras', 'Portugal']",https://www.transfermarkt.com/jonathan-toro/profil/spieler/382773,0.4
Juanjo Camacho,Attacking Midfield,10,Spain,https://www.transfermarkt.com/juanjo-camacho/profil/spieler/26148,0.1
Moi Gómez,Left Winger,unknown,Spain,https://www.transfermarkt.com/moi-gomez/profil/spieler/175449,5.0
Álex Gallar,Left Winger,11,Spain,https://www.transfermarkt.com/alex-gallar/profil/spieler/210143,1.4
David Ferreiro,Right Winger,7,Spain,https://www.transfermarkt.com/david-ferreiro/profil/spieler/71918,1.8
Serdar Gürler,Right Winger,unknown,"['Turkey', 'France']",https://www.transfermarkt.com/serdar-gurler/profil/spieler/98512,1.5
Cucho Hernández,Centre-Forward,unknown,Colombia,https://www.transfermarkt.com/cucho-hernandez/profil/spieler/459463,10.0
Chimy Ávila,Centre-Forward,unknown,Argentina,https://www.transfermarkt.com/chimy-avila/profil/spieler/167721,5.0
Enric Gallego,Centre-Forward,22,Spain,https://www.transfermarkt.com/enric-gallego/profil/spieler/114060,3.0
Samuele Longo,Centre-Forward,unknown,Italy,https://www.transfermarkt.com/samuele-longo/profil/spieler/124560,1.0
Dani Escriche,Centre-Forward,unknown,Spain,https://www.transfermarkt.com/dani-escriche/profil/spieler/531829,0.5
Tomas Vaclik,Goalkeeper,1,Czech Republic,https://www.transfermarkt.com/tomas-vaclik/profil/spieler/64000,18.0
Sergio Rico,Goalkeeper,1,Spain,https://www.transfermarkt.com/sergio-rico/profil/spieler/207302,12.0
Juan Soriano,Goalkeeper,13,Spain,https://www.transfermarkt.com/juan-soriano/profil/spieler/251892,2.5
Lucho García,Goalkeeper,38,"['Colombia', 'Spain']",https://www.transfermarkt.com/lucho-garcia/profil/spieler/469737,0.25
Javi Díaz,Goalkeeper,34,Spain,https://www.transfermarkt.com/javi-diaz/profil/spieler/396107,0.2
Maximilian Wöber,Centre-Back,14,Austria,https://www.transfermarkt.com/maximilian-wober/profil/spieler/263361,10.0
Sergi Gómez,Centre-Back,3,Spain,https://www.transfermarkt.com/sergi-gomez/profil/spieler/92947,9.0
Simon Kjaer,Centre-Back,4,Denmark,https://www.transfermarkt.com/simon-kjaer/profil/spieler/48859,8.0
Joris Gnagnon,Centre-Back,24,"['France', ""Cote d'Ivoire""]",https://www.transfermarkt.com/joris-gnagnon/profil/spieler/378954,6.0
Daniel Carriço,Centre-Back,6,Portugal,https://www.transfermarkt.com/daniel-carrico/profil/spieler/37712,3.0
Nicolás Pareja,Centre-Back,21,"['Argentina', 'Italy']",https://www.transfermarkt.com/nicolas-pareja/profil/spieler/41281,0.5
Juan Berrocal,Centre-Back,37,Spain,https://www.transfermarkt.com/juan-berrocal/profil/spieler/461843,0.5
Sergio Escudero,Left-Back,18,Spain,https://www.transfermarkt.com/sergio-escudero/profil/spieler/93935,7.5
Guilherme Arana,Left-Back,23,Brazil,https://www.transfermarkt.com/guilherme-arana/profil/spieler/346766,3.0
Javi Vázquez,Left-Back,40,Spain,https://www.transfermarkt.com/javi-vazquez/profil/spieler/461866,0.1
Aleix Vidal,Right-Back,11,Spain,https://www.transfermarkt.com/aleix-vidal/profil/spieler/88490,4.0
Jesús Navas,Right-Back,16,Spain,https://www.transfermarkt.com/jesus-navas/profil/spieler/15956,4.0
Gabriel Mercado,Right-Back,25,"['Argentina', 'Spain']",https://www.transfermarkt.com/gabriel-mercado/profil/spieler/45319,2.5
Sébastien Corchia,Right-Back,2,"['France', 'Italy']",https://www.transfermarkt.com/sebastien-corchia/profil/spieler/102744,2.0
Ibrahim Amadou,Defensive Midfield,5,"['France', 'Cameroon']",https://www.transfermarkt.com/ibrahim-amadou/profil/spieler/205503,7.0
Maxime Gonalons,Defensive Midfield,15,France,https://www.transfermarkt.com/maxime-gonalons/profil/spieler/60542,4.0
Éver Banega,Central Midfield,10,"['Argentina', 'Spain']",https://www.transfermarkt.com/ever-banega/profil/spieler/12249,15.0
Roque Mesa,Central Midfield,7,Spain,https://www.transfermarkt.com/roque-mesa/profil/spieler/202984,7.0
Marko Rog,Central Midfield,20,Croatia,https://www.transfermarkt.com/marko-rog/profil/spieler/317482,6.0
Franco Vázquez,Attacking Midfield,22,"['Argentina', 'Italy']",https://www.transfermarkt.com/franco-vazquez/profil/spieler/76163,15.0
Ganso,Attacking Midfield,19,Brazil,https://www.transfermarkt.com/ganso/profil/spieler/67920,2.0
Borja Lasso,Attacking Midfield,20,Spain,https://www.transfermarkt.com/borja-lasso/profil/spieler/268949,0.7
Pepe Mena,Attacking Midfield,29,Spain,https://www.transfermarkt.com/pepe-mena/profil/spieler/396145,0.25
Quincy Promes,Left Winger,21,"['Netherlands', 'Suriname']",https://www.transfermarkt.com/quincy-promes/profil/spieler/182381,18.0
Bryan Gil,Left Winger,41,Spain,https://www.transfermarkt.com/bryan-gil/profil/spieler/537382,10.0
Nolito,Left Winger,8,Spain,https://www.transfermarkt.com/nolito/profil/spieler/70934,2.0
Pejiño,Left Winger,26,Spain,https://www.transfermarkt.com/pejino/profil/spieler/534379,0.3
Pablo Sarabia,Right Winger,17,Spain,https://www.transfermarkt.com/pablo-sarabia/profil/spieler/74230,40.0
Wissam Ben Yedder,Centre-Forward,9,"['France', 'Tunisia']",https://www.transfermarkt.com/wissam-ben-yedder/profil/spieler/146854,40.0
André Silva,Centre-Forward,12,Portugal,https://www.transfermarkt.com/andre-silva/profil/spieler/198008,22.0
Luis Muriel,Centre-Forward,14,Colombia,https://www.transfermarkt.com/luis-muriel/profil/spieler/119228,13.0
Munir El Haddadi,Centre-Forward,19,"['Morocco', 'Spain']",https://www.transfermarkt.com/munir-el-haddadi/profil/spieler/223725,10.0
Carlos Fernández,Centre-Forward,unknown,Spain,https://www.transfermarkt.com/carlos-fernandez/profil/spieler/216464,2.0
Marc Gual,Centre-Forward,28,Spain,https://www.transfermarkt.com/marc-gual/profil/spieler/376486,1.0
Neto,Goalkeeper,13,"['Brazil', 'Italy']",https://www.transfermarkt.com/neto/profil/spieler/111819,18.0
Jaume Doménech,Goalkeeper,1,Spain,https://www.transfermarkt.com/jaume-domenech/profil/spieler/227805,2.5
Cristian Rivero,Goalkeeper,unknown,Spain,https://www.transfermarkt.com/cristian-rivero/profil/spieler/398131,0.25
Gabriel Paulista,Centre-Back,5,"['Brazil', 'Spain']",https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498,20.0
Mouctar Diakhaby,Centre-Back,12,"['France', 'Guinea']",https://www.transfermarkt.com/mouctar-diakhaby/profil/spieler/346289,20.0
Jeison Murillo,Centre-Back,unknown,"['Colombia', 'Spain']",https://www.transfermarkt.com/jeison-murillo/profil/spieler/131102,10.0
Ezequiel Garay,Centre-Back,24,"['Argentina', 'Spain']",https://www.transfermarkt.com/ezequiel-garay/profil/spieler/35939,8.0
Rúben Vezo,Centre-Back,unknown,"['Portugal', 'Cape Verde']",https://www.transfermarkt.com/ruben-vezo/profil/spieler/257851,6.0
Facundo Roncaglia,Centre-Back,unknown,"['Argentina', 'Italy']",https://www.transfermarkt.com/facundo-roncaglia/profil/spieler/61546,2.5
Aymen Abdennour,Centre-Back,unknown,Tunisia,https://www.transfermarkt.com/aymen-abdennour/profil/spieler/108830,2.0
José Gayà,Left-Back,14,Spain,https://www.transfermarkt.com/jose-gaya/profil/spieler/221322,50.0
Toni Lato,Left-Back,15,Spain,https://www.transfermarkt.com/toni-lato/profil/spieler/320271,5.0
Álex Centelles,Left-Back,unknown,Spain,https://www.transfermarkt.com/alex-centelles/profil/spieler/423443,1.0
Daniel Wass,Right-Back,18,Denmark,https://www.transfermarkt.com/daniel-wass/profil/spieler/63463,14.0
Cristiano Piccini,Right-Back,21,Italy,https://www.transfermarkt.com/cristiano-piccini/profil/spieler/163086,10.0
Geoffrey Kondogbia,Defensive Midfield,6,"['Central African Republic', 'France']",https://www.transfermarkt.com/geoffrey-kondogbia/profil/spieler/127189,30.0
Francis Coquelin,Defensive Midfield,17,"['France', 'Réunion']",https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869,17.5
Uros Racic,Defensive Midfield,unknown,Serbia,https://www.transfermarkt.com/uros-racic/profil/spieler/417575,5.0
Hugo Guillamón,Defensive Midfield,unknown,Spain,https://www.transfermarkt.com/hugo-guillamon/profil/spieler/495629,0.2
Carlos Soler,Central Midfield,8,Spain,https://www.transfermarkt.com/carlos-soler/profil/spieler/372246,50.0
Dani Parejo,Central Midfield,10,Spain,https://www.transfermarkt.com/dani-parejo/profil/spieler/59561,30.0
Álvaro Medrán,Central Midfield,unknown,Spain,https://www.transfermarkt.com/alvaro-medran/profil/spieler/253839,1.8
Kang-in Lee,Attacking Midfield,16,"Korea, South",https://www.transfermarkt.com/kang-in-lee/profil/spieler/557149,10.0
Gonçalo Guedes,Left Winger,7,Portugal,https://www.transfermarkt.com/goncalo-guedes/profil/spieler/225122,40.0
Denis Cheryshev,Left Winger,11,"['Russia', 'Spain']",https://www.transfermarkt.com/denis-cheryshev/profil/spieler/98322,6.0
Nacho Gil,Left Winger,unknown,Spain,https://www.transfermarkt.com/nacho-gil/profil/spieler/336731,0.7
Álex Blanco,Left Winger,unknown,Spain,https://www.transfermarkt.com/alex-blanco/profil/spieler/328914,0.5
Sito,Left Winger,unknown,Spain,https://www.transfermarkt.com/sito/profil/spieler/320259,0.2
Ferran Torres,Right Winger,20,Spain,https://www.transfermarkt.com/ferran-torres/profil/spieler/398184,20.0
Rodrigo,Second Striker,19,"['Spain', 'Brazil']",https://www.transfermarkt.com/rodrigo/profil/spieler/131505,50.0
Michy Batshuayi,Centre-Forward,unknown,"['Belgium', 'DR Congo']",https://www.transfermarkt.com/michy-batshuayi/profil/spieler/179184,30.0
Santi Mina,Centre-Forward,22,Spain,https://www.transfermarkt.com/santi-mina/profil/spieler/255653,30.0
Simone Zaza,Centre-Forward,unknown,Italy,https://www.transfermarkt.com/simone-zaza/profil/spieler/96828,10.0
Kévin Gameiro,Centre-Forward,9,France,https://www.transfermarkt.com/kevin-gameiro/profil/spieler/27389,9.0
Rubén Sobrino,Centre-Forward,23,Spain,https://www.transfermarkt.com/ruben-sobrino/profil/spieler/85383,3.0
Fran Navarro,Centre-Forward,unknown,Spain,https://www.transfermarkt.com/fran-navarro/profil/spieler/284883,0.3
Sergio Asenjo,Goalkeeper,1,Spain,https://www.transfermarkt.com/sergio-asenjo/profil/spieler/51710,12.0
Andrés Fernández,Goalkeeper,13,Spain,https://www.transfermarkt.com/andres-fernandez/profil/spieler/57522,1.5
Mariano Barbosa,Goalkeeper,25,"['Argentina', 'Italy']",https://www.transfermarkt.com/mariano-barbosa/profil/spieler/30749,0.4
Álvaro González,Centre-Back,3,Spain,https://www.transfermarkt.com/alvaro-gonzalez/profil/spieler/183647,8.0
Ramiro Funes Mori,Centre-Back,4,Argentina,https://www.transfermarkt.com/ramiro-funes-mori/profil/spieler/11111,8.0
Víctor Ruiz,Centre-Back,6,Spain,https://www.transfermarkt.com/victor-ruiz/profil/spieler/62920,7.0
Pau Torres,Centre-Back,unknown,Spain,https://www.transfermarkt.com/pau-torres/profil/spieler/399776,4.0
Rúben Semedo,Centre-Back,unknown,"['Portugal', 'Cape Verde']",https://www.transfermarkt.com/ruben-semedo/profil/spieler/197602,2.0
Juan Ibiza,Centre-Back,unknown,Spain,https://www.transfermarkt.com/juan-ibiza/profil/spieler/411294,0.6
Daniele Bonera,Centre-Back,23,Italy,https://www.transfermarkt.com/daniele-bonera/profil/spieler/5856,0.2
Pepe Castaño,Centre-Back,33,Spain,https://www.transfermarkt.com/pepe-castano/profil/spieler/354742,0.15
Alfonso Pedraza,Left-Back,16,Spain,https://www.transfermarkt.com/alfonso-pedraza/profil/spieler/356197,22.0
Jaume Costa,Left-Back,11,Spain,https://www.transfermarkt.com/jaume-costa/profil/spieler/65318,4.0
Xavi Quintillà,Left-Back,39,Spain,https://www.transfermarkt.com/xavi-quintilla/profil/spieler/204102,1.0
Mario Gaspar,Right-Back,2,Spain,https://www.transfermarkt.com/mario-gaspar/profil/spieler/73250,10.0
Miguel Layún,Right-Back,24,"['Mexico', 'Spain']",https://www.transfermarkt.com/miguel-layun/profil/spieler/58576,3.0
Miguelón,Right-Back,15,Spain,https://www.transfermarkt.com/miguelon/profil/spieler/399775,0.8
Andrei Ratiu,Right-Back,42,Romania,https://www.transfermarkt.com/andrei-ratiu/profil/spieler/527966,0.3
Santiago Cáseres,Defensive Midfield,5,Argentina,https://www.transfermarkt.com/santiago-caseres/profil/spieler/466298,10.0
Javi Fuego,Defensive Midfield,18,Spain,https://www.transfermarkt.com/javi-fuego/profil/spieler/56134,0.8
Bruno Soriano,Defensive Midfield,21,Spain,https://www.transfermarkt.com/bruno-soriano/profil/spieler/44412,0.8
Manuel Iturra,Defensive Midfield,20,"['Chile', 'Italy']",https://www.transfermarkt.com/manuel-iturra/profil/spieler/40428,0.4
Manu Trigueros,Central Midfield,14,Spain,https://www.transfermarkt.com/manu-trigueros/profil/spieler/188854,15.0
Vicente Iborra,Central Midfield,10,Spain,https://www.transfermarkt.com/vicente-iborra/profil/spieler/65467,9.0
Santi Cazorla,Central Midfield,19,Spain,https://www.transfermarkt.com/santi-cazorla/profil/spieler/15799,4.0
Manu Morlanes,Central Midfield,28,Spain,https://www.transfermarkt.com/manu-morlanes/profil/spieler/335225,2.5
Ramiro Guerra,Central Midfield,unknown,"['Uruguay', 'Spain']",https://www.transfermarkt.com/ramiro-guerra/profil/spieler/222571,0.2
Pablo Fornals,Attacking Midfield,8,Spain,https://www.transfermarkt.com/pablo-fornals/profil/spieler/357885,25.0
Roberto Soriano,Attacking Midfield,unknown,"['Italy', 'Germany']",https://www.transfermarkt.com/roberto-soriano/profil/spieler/63186,7.0
Iván Martín,Attacking Midfield,37,Spain,https://www.transfermarkt.com/ivan-martin/profil/spieler/341278,0.3
Karl Toko Ekambi,Left Winger,17,"['Cameroon', 'France']",https://www.transfermarkt.com/karl-toko-ekambi/profil/spieler/315110,17.5
Nicola Sansone,Left Winger,10,"['Italy', 'Germany']",https://www.transfermarkt.com/nicola-sansone/profil/spieler/82048,7.5
Akram Afif,Left Winger,unknown,"['Qatar', 'Tanzania']",https://www.transfermarkt.com/akram-afif/profil/spieler/336646,3.5
Samuel Chukwueze,Right Winger,30,Nigeria,https://www.transfermarkt.com/samuel-chukwueze/profil/spieler/401922,30.0
Dani Raba,Right Winger,22,Spain,https://www.transfermarkt.com/dani-raba/profil/spieler/413262,2.0
Leo Suárez,Right Winger,unknown,"['Argentina', 'Spain']",https://www.transfermarkt.com/leo-suarez/profil/spieler/294894,1.0
Gerard Moreno,Centre-Forward,7,Spain,https://www.transfermarkt.com/gerard-moreno/profil/spieler/177467,17.5
Carlos Bacca,Centre-Forward,9,Colombia,https://www.transfermarkt.com/carlos-bacca/profil/spieler/119235,5.0
Enes Ünal,Centre-Forward,15,Turkey,https://www.transfermarkt.com/enes-unal/profil/spieler/251106,5.0
